"j_nr";"report_id";"accounts_expenses_fee_total";"accounts_expenses_accommodation";"accounts_expenses_meals";"accounts_expenses_pr";"accounts_expenses_backline";"accounts_expenses_local_transport";"accounts_expenses_international_transport";"accounts_expenses_other";"accounts_expenses_total";"accounts_income_fee_total";"accounts_income_grants";"accounts_income_funds";"accounts_income_merchandise";"accounts_income_own_contribution";"accounts_income_other";"accounts_income_estimated_total";"accounts_result";"accounts_comments";"evaluation_further_opportunities";"evaluation_artistic_development";"evaluation_satisfaction"
"J-2023-0200";"J-2023-0200-RE1";0;3365;2000;0;0;357;8700;0;14422;21500;0;0;0;0;0;21500;-7078;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2023-0201";"J-2023-0201-RE1";6706;0;0;0;0;0;7022;0;13728;6706;0;0;0;0;0;6706;7022;"Regnskabet har ikke ændret sig, da jeg allerede havde købt billetterne i ansøgningsøjeblikket. Jeg har dog ikke medregnet lokal transport i Danmark i de faktiske udgifter.  Den plade vi indspillede udgives 8. marts og producenten har bestilt endnu en indspilning her til efteråret. ";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2023-0202";"J-2023-0202-RE1";40156;0;0;0;0;1500;7183;0;48839;43660;0;0;0;0;0;43660;5179;"International Transport: Bil: (Orkester-Bil med alle musiker)   Rødby-Cuxhaven-Wolfsburg-Holzminden-Rødby 1200km x 2,19 kr = 2628,- kr Tog: Helsingborg-Danmark-Helsingborg, Hans Ingelstam 200,-kr Tog: Malmö-Danmark-Malmö, Sven Erik Lundeqvist 200,-kr Færge: Rødby-Puttgarden-Rødby, Orkester-Bil 798,- kr Fly: Oslo-Hamburg-Oslo Torstein Ellingsen, 3357,- kr ";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2023-0203";"J-2023-0203-RE1";0;0;0;0;0;0;5580;0;5580;11344;0;0;0;0;0;11344;-5764;"-";"I høj grad";"I mindre grad";"I meget høj grad"
"J-2023-0204";"J-2023-0204-RE1";43000;11860;0;0;0;0;58215;0;113075;70466;12500;0;0;7600;14000;104566;8509;"Vi fik desværre aflyst et gig i Polen, og to i Barcelona, men fik redet Barcelona delen med en koncert og en masterclass i Girona. Økonomien på denne tur har været meget meget dårlig, men vi valgte at gennemføre alligevel, idet vi ikke ville brænde vores broer til de kontakter vi har ude i Europa. Vi håber I har forståelse for dette. Vores underskud er blevet på 8509 kr, som vi satser på bliver dækket af fremtidige indtægter. ";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0205";"J-2023-0205-RE1";33289;1332;0;0;0;0;14761;0;49382;44882;0;4500;0;0;0;49382;0;"Vi havde lidt udfordringer i form af sygdom og et aflyst fly fra Berlin til Göteborg d. 18/10, derfor fik vi lidt ektra udgifter. Fondsbevilling: JazzDanmark";"I høj grad";"I meget høj grad";"I høj grad"
"J-2023-0206";"J-2023-0206-RE1";26100;0;911;0;0;1040;2193;1200;31444;0;0;0;0;0;26100;26100;5344;"Jeg er i tvivl om hvordan skemaet skal udfyldes. Der er ingen koncerter i udlandet. Indtægt i Danmark 26.100   Forventet national transportstøtte 2500 (søgt).  Underskud 651 kr såfremt at 2193+2500 udbetales.";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0207";"J-2023-0207-RE1";0;0;0;0;0;0;1205;0;1205;13920;0;0;0;0;0;13920;-12715;"Tog billet var lidt mindre end ansøgt beløbet. (1.205DKK i stedet for 1.400DKK)";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0208";"J-2023-0208-RE1";13776;0;0;0;0;0;0;0;13776;27840;0;0;0;0;0;27840;-14064;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2023-0209";"J-2023-0209-RE1";12000;5880;2000;0;0;0;12483;0;32363;12000;7500;0;0;0;0;19500;12863;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2023-0210";"J-2023-0210-RE1";1000;0;1500;358;0;0;19236;16924;39018;0;0;15000;0;0;13924;28924;10094;"-";"I meget høj grad";"I høj grad";"I meget høj grad"
"J-2023-0211";"J-2023-0211-RE1";14569;4854;13200;0;0;66;12306;0;44995;34600;0;10395;0;0;0;44995;0;"Fondbevillllinger: Jazz Danmark 3500 DKK, Norsk Jazzforbund 3550 DKK, Konstnärsnämnden Sverige 3345 DKK  Der mangler 3 kvitteringer til de udspecificerede trensportudgifter: 1) Transfer Oslo 3/10 163 kr; 2) Transfer Bergen 469 kr;  3) Transfer Oslo 10/10 211 kr I ALT  843 DKK. Grunden til dette er at disse fysiske kvitteringer ligger hjemme hos Ingebrigt Håker Flaten der er på tour fra 11/10 til 19/11, og således ikke kan sende dem til mig før deadline for denne afrapportering. Jeg håber at JAzzDK vil se stort på denne mangel og godkende disse udgifter. De kan ev eftersendes efter 19/11.";"I høj grad";"I høj grad";"I mindre grad"
"J-2023-0212";"J-2023-0212-RE1";0;2111;3000;0;0;0;14399;0;19510;9314;0;7000;0;0;0;16314;3196;"Fondsbevilling = Jazzdanmark International Transportstøtte";"Ved ikke";"I høj grad";"I høj grad"
"J-2023-0213";"J-2023-0213-RE1";0;3254;3000;0;0;1204;6067;0;13525;8400;0;0;300;0;0;8700;4825;"-";"I høj grad";"I meget høj grad";"I mindre grad"
"J-2023-0214";"J-2023-0214-RE1";212202;10554;8727;5600;1796;13756;9062;0;261697;144497;0;106000;0;0;11200;261697;0;"Fondsbevillinger  Augustinus Fonden 25.000 Jorcks Fond 20.000 Dansk Tennis Fond 25.000 Toyota Fonden 15.000 Ben Webster Fonden 12.000 DMF 4.000 International Transport 5.000 National transport støtte 11200 ";"I høj grad";"I høj grad";"I mindre grad"
"J-2023-0215";"J-2023-0215-RE1";37600;0;0;0;0;0;5892;0;43492;37600;0;0;0;0;0;37600;5892;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2023-0216";"J-2023-0216-RE1";0;0;0;0;0;70;2377;0;2447;2615;0;0;0;0;0;2615;-168;"-";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0217";"J-2023-0217-RE1";7650;0;0;0;0;0;2212;0;9862;38250;0;0;0;0;0;38250;-28388;"Vi endte med at få dokket udgifter til overnatning af Det Italienske Kulturinstitut. Dermed hang turen bedre sammen end forventet.";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0218";"J-2023-0218-RE1";114000;7000;2491;0;0;0;1509;0;125000;125000;0;0;0;0;0;125000;0;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2023-0219";"J-2023-0219-RE1";0;0;0;0;0;0;2480;0;2480;0;0;0;0;0;0;0;2480;"-";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0221";"J-2023-0221-RE1";0;0;0;0;0;1000;11000;0;12000;35027;0;0;0;0;0;35027;-23027;"-";"I høj grad";"I høj grad";"I meget høj grad"
"J-2023-0223";"J-2023-0223-RE1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"-";"Ved ikke";"I høj grad";"I høj grad"
"J-2023-0224";"J-2023-0224-RE1";9500;0;0;0;0;0;5440;0;14940;11561;0;0;0;0;0;11561;3379;"-";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0226";"J-2023-0226-RE1";0;5000;1500;0;0;233;6496;0;13229;14000;0;0;500;0;0;14500;-1271;"Jeg skrev i ansøgningen at jeg ville købe en ekstra kuffert fly Aal-Kbh, men tog tog dagen før i stedet for. Prisen var en smule billigere. Heldigvis! Flyet Aal-Kbh blev så forsnket at jeg ikke ville have kommet til Færøerne.";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2023-0227";"J-2023-0227-RE1";7250;4900;3588;0;0;50;2720;0;18508;20900;0;0;400;4000;2500;27800;-9292;"Fly fra/til Danmark er dækket af Castro Jazz Summer School og tages ud af budgettet. Posterne for international transport og forplejning er nu ændret til de faktiske udgifter. ""Andet"" indtægter inkluderer nu bidrag til overnatning og forplejning fra Castro Jazz Summer School.";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0228";"J-2023-0228-RE1";30560;10840;0;0;2500;4631;7967;0;56498;32500;10000;7500;0;1898;4600;56498;0;"10.000 fra jazz danmark puljen og 4600 fra transportstøtten.";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0229";"J-2023-0229-RE1";13090;1349;0;0;0;800;7996;0;23235;13090;6000;0;2500;0;0;21590;1645;"-";"I høj grad";"I høj grad";"I meget høj grad"
"J-2023-0231";"J-2023-0231-RE1";0;0;1200;0;0;50;1762;0;3012;0;1500;0;0;1512;0;3012;0;"-";"I høj grad";"I høj grad";"I meget høj grad"
"J-2023-0232";"J-2023-0232-RE1";0;1237;955;0;0;0;5932;0;8124;17105;0;0;1100;0;0;18205;-10081;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2023-0233";"J-2023-0233-RE1";21020;2845;585;0;0;827;5484;0;30761;21022;0;4000;0;0;0;25022;5739;"Jeg har sat bevillingen fra Jazz DK på 4.000 kr ind i legater under fondsbevillinger. ";"I meget høj grad";"I meget høj grad";"Ved ikke"
"J-2023-0234";"J-2023-0234-RE1";18000;0;0;0;0;0;8301;0;26301;23500;0;0;0;0;0;23500;2801;"-";"I høj grad";"I meget høj grad";"I høj grad"
"J-2023-0237";"J-2023-0237-RE1";0;0;0;0;0;0;2091;0;2091;0;0;0;0;0;0;0;2091;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2023-0238";"J-2023-0238-RE1";0;0;0;0;0;18;2039;0;2057;1868;1500;0;0;0;0;3368;-1311;"-";"I høj grad";"I meget høj grad";"I høj grad"
"J-2023-0240";"J-2023-0240-RE1";77620;5645;3720;28040;4329;0;4500;17320;141174;79932;0;80000;0;10000;16960;186892;-45718;"Dette er regnskabet for festivalen Djursland Internationale Jazzfestival, som Cardinaux har optrådt på. Festivalen er afsluttet 5/11 23 og regnskabet balancerer efter forventning.";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0241";"J-2023-0241-RE1";44903;6785;0;0;0;5497;11902;0;69087;7720;0;5000;0;0;56367;69087;0;"Indtægter ""Andet"" er fra:  Paradise Jazz National Transportstøtte Clinic SDU v/Hans Mydtskov og mini duo koncert Clinic og koncert Jazz i Trekanten (Kolding) International Transportstøtte Ben Webster Foundation Foreningen Muse v/Thomas Agergaard Afbuds honorar fra Klaverfabrikken da aftale flybillet var købt efter indgået aftale ";"Ved ikke";"I høj grad";"Ved ikke"
"J-2023-0242";"J-2023-0242-RE1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2023-0243";"J-2023-0243-RE1";10500;4500;1000;700;0;500;3473;0;20673;10500;0;5000;0;5000;0;20500;173;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0244";"J-2023-0244-RE1";0;0;1300;0;0;60;1530;0;2890;5575;0;0;0;1300;0;6875;-3985;"Jeg fandt privat logering og sparede derfor den forventede udgift til overnatning på de dage jeg ikke havde koncerter. Jeg fandt lidt billigere rejser ved at rejse på ikke så populære tidspunkter.";"I høj grad";"I meget høj grad";"I mindre grad"
"J-2023-0245";"J-2023-0245-RE1";107643;0;4225;0;0;0;19327;0;131195;107643;0;0;0;0;0;107643;23552;"Vi har sparet 3 overnatninger ved at sove privat. Honorar fra Jazzdor blev opjusteret.";"I meget høj grad";"I meget høj grad";"I mindre grad"
"J-2023-0246";"J-2023-0246-RE1";149111;0;2800;1000;1000;0;56224;0;210135;186271;0;0;0;0;0;186271;23864;"ingen andre fondsmidler end dem fra Jazzdanmark";"I høj grad";"I meget høj grad";"I mindre grad"
"J-2023-0247";"J-2023-0247-RE1";5000;0;0;0;0;0;10926;0;15926;18632;0;0;0;0;0;18632;-2706;"Vores afbudsforsikring dækkede ikke afbud, så det hele blev lidt dyrere.. (man bliver lidt træt..)";"I høj grad";"I meget høj grad";"I mindre grad"
"J-2023-0248";"J-2023-0248-RE1";4000;900;500;0;450;120;4046;0;10016;4500;0;0;1500;0;0;6000;4016;"Vi fik lidt lavere honorarer end budgetteret. Til gengæld fik vi dækket hotel og forplejning af arrangør og havde bedre merchsalg end forventet.";"I meget høj grad";"I høj grad";"I mindre grad"
"J-2023-0249";"J-2023-0249-RE1";30000;1824;1379;0;0;270;13859;0;47332;34000;0;0;1450;5000;0;40450;6882;"-";"I høj grad";"Ved ikke";"I høj grad"
"J-2023-0250";"J-2023-0250-RE1";103125;9972;7256;13724;51708;635;23299;5000;214719;40000;30000;130000;0;1719;0;201719;13000;"Fonde: Statens Kunstfond, Wilhelm Hansen fonden, SLKS Andet: Videodokumentation";"I høj grad";"I høj grad";"I meget høj grad"
"J-2023-0251";"J-2023-0251-RE1";0;0;0;0;0;0;10373;0;10373;10409;0;0;300;0;0;10709;-336;"Der blev trukket booking provision fra honoraret, så det blev mindre end forventet.";"Ved ikke";"I høj grad";"I høj grad"
"J-2023-0253";"J-2023-0253-RE1";18800;0;0;0;0;0;8084;0;26884;13300;0;0;0;5500;0;18800;8084;"Der er bilag for 7755 kr (der mangler et enkelt bilag) ";"Ved ikke";"I meget høj grad";"I høj grad"
"J-2023-0254";"J-2023-0254-RE1";17200;0;1120;0;0;0;2570;0;20890;17200;0;0;0;1120;0;18320;2570;"Jeg kan ikke vedhæfte to PDF filer, og jeg ved ikke, hvordan jeg kombinerer en PDF med både flybillet og overbliksskema i en PDF. Så jeg har kun kunne vedhæfte flybilletten. Hvem kan jeg emaile overbliksskemaet til?  Her er indholdet af overbliksskemaet:  Flybillet Seoul-Tokyo T/R  KRW 489.400 = DDK 2.570 ";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0255";"J-2023-0255-RE1";96600;0;2000;0;5250;0;20030;0;123880;104250;18000;0;0;0;0;122250;1630;"-";"I høj grad";"I mindre grad";"Ved ikke"
"J-2023-0256";"J-2023-0256-RE1";3500;0;0;0;0;250;13358;5031;22139;33542;0;0;0;0;0;33542;-11403;"-";"I høj grad";"I høj grad";"I mindre grad"
"J-2023-0257";"J-2023-0257-RE1";0;0;0;0;0;0;2593;0;2593;8000;0;0;0;0;0;8000;-5407;"-";"I meget høj grad";"I høj grad";"I høj grad"
"J-2023-0259";"J-2023-0259-RE1";70708;14986;0;0;0;0;21418;0;107112;86515;19800;0;0;0;0;106315;797;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0261";"J-2023-0261-RE1";15000;0;0;0;0;0;4280;0;19280;15000;0;0;0;2280;0;17280;2000;"Underskuddet på 2000 kr er tilskuddet fra JazzDanmark. Kilometersats er sat til ca 2 kr. pr. kilometer. Vi kørte i to biler fra henholdsvis Herning og Kbh, hvor bandets medlemmer bor. De to poster har jeg ikke bilag for. ";"Ved ikke";"I høj grad";"I mindre grad"
"J-2023-0263";"J-2023-0263-RE1";15800;3950;0;0;0;0;3815;0;23565;19750;0;0;0;0;0;19750;3815;"-";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0264";"J-2023-0264-RE1";104705;8819;7198;10000;373;4432;46576;132;182235;100855;0;64211;3235;13934;0;182235;0;"Andet: Billetter for lokal transport i Finland med manglende kvitteringer.  Kommentar: Pga. mange  togaflysninger fra Deutsche Bahn, blev vi ofte forsinket. I flere tilfælde blev vi nødt til at køre med egen bil, fordi alternative forbindelser tilbudt af DB ikke kunne transportere os til tiden. Pga. aflysningerne, havde vi i oktober og november måned ekstra udgifter (ift. de planlagte udgifter)  på ca. 5.000,- kr. Ændringer i rejseplaner, forsinkelser og ekstra udgifter var en høj stressfaktor og derfor har vi selv ændret vores rejseplaner til december og kørte i egne biler i stedet for at rejse med DB.";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0265";"J-2023-0265-RE1";12500;2728;0;0;0;342;0;7051;22621;47005;0;0;0;0;0;47005;-24384;"Andet: Booking salær: 7.051 ";"I meget høj grad";"I meget høj grad";"I mindre grad"
"J-2023-0266";"J-2023-0266-RE1";39840;4260;0;0;0;0;3196;0;47296;39840;0;4000;0;0;0;43840;3456;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2023-0267";"J-2023-0267-RE1";27000;2400;1800;1000;0;600;3876;86000;122676;122000;0;0;0;0;0;122000;676;"""Andet"" - Honorarer til de Danskboedne musikere samt booking honorar til Jonas Johansen & Graig Earle";"I meget høj grad";"I høj grad";"I høj grad"
"J-2023-0268";"J-2023-0268-RE1";12100;3570;2000;0;0;250;6426;0;24346;9800;0;13000;0;1296;0;24096;250;"Jazzdanmark 3000DKK (international travel expenses) Aalborg Kommune 10000DKK";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0269";"J-2023-0269-RE1";0;7200;0;0;0;0;7915;0;15115;10386;0;7000;1000;0;0;18386;-3271;"Fondsbevillinger: Transportstøtte  Budgettet fokuserer på indtægt/udgift for Kemaca isoleret set - der er naturligvis et større budget for produktionen hvis man ser på hele bigbandet, øvere, transport i Litauen osv. - men den del har bigbandet stået for.";"I høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0270";"J-2023-0270-RE1";8750;0;0;0;0;270;0;0;9020;8750;0;0;750;0;0;9500;-480;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2023-0272";"J-2023-0272-RE1";0;9000;3000;0;21000;200;16472;1400;51072;0;0;28000;0;0;0;28000;23072;"Jazzpuljen (21.000) International Transportstøtteordning (7000)  Andet:  4xESTA af 135 kr hver Leje af øvelokale op til indspilning ca 850 Dkk ";"Ved ikke";"I høj grad";"I høj grad"
"J-2023-0273";"J-2023-0273-RE1";50000;0;1000;0;0;350;9259;0;60609;45000;0;0;3000;12000;0;60000;609;"lokal transport er lidt svært at sige for der var noget transport med bil som jeg ikke har overblik over, men der var 4 togbilletter til 1090 nok = 4360 nok plus bilen oveni så jeg har sat det til ca 6000 nok = 3814 dkr.+ at der er flybilletter for 5445 dkr  der blev solgt mindre merch end jeg regnede med til gengæld havde vi ingen hotel udgifter alligevel. jeg har uploaded flybilletterne som er ca 5450 dkr..da jeg fik bevilget 4000 kr håber jeg at det er fyldestgørende. tak for støtten";"I høj grad";"I meget høj grad";"Ved ikke"
"J-2023-0274";"J-2023-0274-RE1";18000;0;2000;0;0;500;4568;0;25068;21000;5000;0;1000;0;0;27000;-1932;"jeg fik 5000 kr fra kapelmesterforeningen..dog var det til dække studieudgifterne ved en indspilning som vi lavede deroppe, så den er som sådan ikke en del af dette regnskab, men alligevel..og så blev koncerten i nolsoy aflyst pga stormvejr.";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0275";"J-2023-0275-RE1";9000;0;1500;0;0;600;4411;0;15511;6000;0;5000;3000;0;0;14000;1511;"jeg fik 5000 fra kapelmesterforeningen til honorarer";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0276";"J-2023-0276-RE1";30000;32000;20000;0;2000;0;35711;0;119711;40000;0;0;0;0;0;40000;79711;"jeg har flere kvitteringer hvis dette ønskes";"I meget høj grad";"I høj grad";"I høj grad"
"J-2023-0277";"J-2023-0277-RE1";0;0;4750;0;0;425;5844;0;11019;8000;0;0;0;3000;0;11000;19;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0278";"J-2023-0278-RE1";15000;6000;3000;0;0;0;7056;0;31056;24000;6000;0;0;0;0;30000;1056;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0279";"J-2023-0279-RE1";0;0;0;0;0;0;3122;0;3122;10875;0;0;0;0;0;10875;-7753;"-";"I meget høj grad";"I høj grad";"I meget høj grad"
"J-2023-0280";"J-2023-0280-RE1";58176;6000;4000;2700;2000;500;13436;10000;96812;58176;0;27000;1750;9886;0;96812;0;"Indtægter - Fondsbevillinger:  10.000 dkk JazzDanmark Transportstøtte,  17.000 dkk JazzPuljen,   + Indtægter / Honorar Better Live Music - the difference between fees for musicians and the income from venues (31.976 dkk)  Udgifter - Andet: 10.000 - foto og video dokementation  ";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0282";"J-2023-0282-RE1";4025;2164;1409;500;0;0;10376;613;19087;26436;0;0;2434;0;0;28870;-9783;"Der blev kørt 4738 km, derfor lidt højere transporttal. Til gengæld blev andre udgifter lidt lavere. Andet: Vejafgifter i SK og HU + P-afgifter.";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0283";"J-2023-0283-RE1";109933;12417;4767;0;1863;2801;15023;0;146804;109933;13000;6000;0;17871;0;146804;0;"legater = Jazzdanmark Fonde = dansk kapelmesterforening ";"I høj grad";"I meget høj grad";"I høj grad"
"J-2023-0284";"J-2023-0284-RE1";0;0;0;0;0;0;1296;0;1296;0;0;0;0;0;0;0;1296;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0285";"J-2023-0285-RE1";7458;0;0;0;0;0;3642;0;11100;7458;0;0;0;0;0;7458;3642;"Billeje og diesel: her er angivet 1/2 af beløbet på kvittering, da vi havde bilen over 2 dage pga et andet job.";"I høj grad";"Ved ikke";"Ved ikke"
"J-2023-0286";"J-2023-0286-RE1";0;8000;6280;0;800;0;10322;15600;41002;0;0;33000;0;8002;0;41002;0;"Har modtaget støtte fra: DAF, Udgivelsespuljen, Kollektive rettighedsmidler, DMF. Andet indikerer lejeugifter til Monochrom studio i perioden.";"Ved ikke";"I meget høj grad";"I høj grad"
"J-2023-0288";"J-2023-0288-RE1";10500;0;0;1232;0;0;7137;0;18869;18869;0;0;0;0;0;18869;0;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0289";"J-2023-0289-RE1";18000;6519;0;0;0;0;21895;0;46414;22500;10000;0;0;6000;0;38500;7914;"Det var dejligt at repræsentere dansk jazz i Nyc og Boston. Vores møde med publikum var yderst positiv, både i Nyc og Boston. Desværre blev fly udgiften noget højere end vi havde regnet med i første omgang. Men selvom det ikke er den store guldgruppe at arbejde i USA, synes vi at det er vigtigt at vi får mødt publikum derovre og gjort opmærksom på det store potentiale vi har i Danmark og Norden. ";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0290";"J-2023-0290-RE1";0;0;0;0;0;288;2030;0;2318;3978;0;0;0;0;0;3978;-1660;"-";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0291";"J-2023-0291-RE1";115030;8775;712;5500;0;2770;5397;0;138184;115030;30000;0;0;0;0;145030;-6846;"Jazz Danmark International Transportstøtte - 5000 DKK Knud Højgaards Fond - 15.000 DKK Ben Webster Fonden - 10.000 DKK ";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0292";"J-2023-0292-RE1";0;0;0;0;0;0;0;0;0;3000;0;0;0;0;0;3000;-3000;"-";"I meget høj grad";"I meget høj grad";"I høj grad"
"J-2023-0293";"J-2023-0293-RE1";45189;5415;0;0;0;1440;7584;2235;61863;45189;0;12500;0;0;0;57689;4174;"Havde angivet 12500 i fondsbevilling i ansøgningen, og gør det også her, men i realiteten er det en del mindre af bevillingen, som faktisk går til denne turne - det er en del af Statens kunstfonds støtte til orkestre, hvor jeg har fået 25000 til hele 2024, men vi har også foretaget studieindspilning, har en koncert på CPHjazz og endnu en turne i November.  I feltet ""andet"" er det for GoMore leje af bil ifbm. jobs i Roskilde, Aalborg og Ribe.";"I meget høj grad";"I meget høj grad";"I mindre grad"
"J-2023-0294";"J-2023-0294-RE1";18402;16950;7000;1000;0;100;49100;0;92552;18402;0;19000;0;28000;0;65402;27150;"I wasn't sure if legater means the funds but I added other funds under "Fondsbevillinger" instead. The other funds are Eesti Kultuurkapital from Estonia(15 000dkk) and DMF(4000dkk).  Also for samlet honorar in both udgifter and Indtægter I added the same amount because I wasn't sure if the question is different or the same (about how much we earned by playing).  Also I want to say that I have calculated the amounts from many different currencies so there might be a slight difference between the amounts because of the different currencies,but all in all same Also, just saying that me and Donatas flew to Asia from Tallinn because we had a concert there before and after the tour flew to Vilnius because of some concerts again,we planned the journey as what would make the most sense concerts wise. For taxis we do not have receipts sadly as it was usually in cash. I added the invoice or booking info about all the flights, let me know if You also need bank screenshots/documents that prove it.";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0295";"J-2023-0295-RE1";0;1639;0;0;0;50;1725;573;3987;3800;0;0;0;0;0;3800;187;"Andet er mad.";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0297";"J-2023-0297-RE1";76500;9396;2349;0;0;0;6906;0;95151;80200;0;15000;0;0;0;95200;-49;"Fondsbevillinger: DMF, Jazzpuljen. /  3 musikere og een tekniker. Jocelyn Gould blev indkvarteret privat de fleste af dagene og vi har klaret fortærring privat.";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0298";"J-2023-0298-RE1";54610;11866;0;0;0;2214;4710;0;73400;70000;2000;0;0;0;1400;73400;0;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0299";"J-2023-0299-RE1";27000;4283;0;0;0;3302;2641;0;37226;33084;4142;0;0;0;0;37226;0;"-";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0300";"J-2023-0300-RE1";16000;0;2400;1000;0;248;9271;0;28919;16000;0;0;0;3648;0;19648;9271;"-";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0301";"J-2023-0301-RE1";4950;1873;2314;0;0;60;3528;0;12725;4950;0;0;0;3919;0;8869;3856;"-";"I meget høj grad";"I meget høj grad";"I mindre grad"
"J-2023-0305";"J-2023-0305-RE1";0;0;0;0;0;0;11774;0;11774;14624;0;33525;0;0;0;48149;-36375;"Andre fonde er Goethe Instituttet. Efter aftale med Tobias har jeg samlet posterne for kvitteringer i 4 billeder, da jeg ellers ikke kan lave nok til hver enkelt kvittering. Et mere overskueligt excel ark kan sendes på mail.";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0306";"J-2023-0306-RE1";28000;1000;0;0;0;0;6543;0;35543;32060;0;0;0;4060;0;36120;-577;"ift international transport; vi kørte og blev bevilget støtte til transport i egen bil efter gældende km takst 2,19 og som vedhæfter anført i ansøgningskriterier nedenfor de krævede bilag på køb af brændstof, udgifter til bro etc  Ift udspecificering af alle bilag - 31 ialt til hhv brændstof, broafgift, vejskat håber vi at det kan antages som tilstrækkeligt at vi ikke opretter post for hvert enkelt af de 31 bilag men at de blot sendes i samlet i den vedhæftede pdf som dokumentation. ";"I meget høj grad";"I meget høj grad";"I meget høj grad"
"J-2023-0309";"J-2023-0309-RE1";12000;3580;5000;0;750;0;10836;0;32166;12000;5000;6000;0;0;0;23000;9166;"Jeg har modtaget 5.000Kr fra Dansk Kapelmester Forening + 6.000Kr fra Dansk Artist Forbund til hotel + lokal transport";"I høj grad";"I høj grad";"I meget høj grad"
"J-2023-0311";"J-2023-0311-RE1";69420;3000;755;350;2108;7370;10506;0;93509;56240;0;20000;0;0;5000;81240;12269;"Jazzpuljen: 20.000kr & National Transportstøtteordning: anslået 5000kr";"I høj grad";"I høj grad";"I høj grad"
"J-2023-0312";"J-2023-0312-RE1";0;0;0;0;0;0;4018;0;4018;0;0;0;0;0;0;0;4018;"I dette tilfælde har vi tjent flest penge i Danmark og både udbetalt til danske og udenlandske kunstnere. Derfor er det ret umuligt at lave et retvisende regnskab i de regnskabsbokse der er.  Det reele regnskab er som følger. Indtægter:  1 Entreindtægter Sachlink 373 2 Honorar Celeste 1341 3 Honorarer Danmark Radim og Jonathan 18560 4 Egenfinanciering 637  Indtægter indtægter i alt: 20911  Udgifter: 1 Udenrigs transport: 4018 2 Indenrigs transport: Dækket af andre midler 3 Hotel: Ophold udland 932. I Danmark. dækket af andre midler 4 Honorarer til solister samlet: Radim og Jonathan 19979   Udgifter i alt: 24929 ";"I høj grad";"I meget høj grad";"Ved ikke"
